0.000000,0.140571
0.033333,0.396015
0.066667,0.598500
0.100000,0.715644
0.133333,0.740671
0.166667,0.692731
0.200000,0.607921
0.233333,0.524411
0.266667,0.467336
0.300000,0.439189
0.333333,0.419444
0.366667,0.373626
0.400000,0.268396
0.433333,0.086866
0.466667,-0.161901
0.500000,-0.443072
0.533333,-0.706148
0.566667,-0.901337
0.600000,-0.996106
0.633333,-0.985616
0.666667,-0.893119
0.700000,-0.760264
0.733333,-0.631196
0.766667,-0.536779
0.800000,-0.485086
0.833333,-0.461711
0.866667,-0.439295
0.900000,-0.391821
0.933333,-0.307147
0.966667,-0.192014
1.000000,-0.067026
1.033333,0.046349
1.066667,0.140839
1.100000,0.233013
1.133333,0.361714
1.166667,0.573880
1.200000,0.901874
1.233333,1.340823
1.266667,1.835823
1.300000,2.286233
1.333333,2.568496
1.366667,2.571820
1.400000,2.235466
1.433333,1.574531
1.466667,0.684051
1.500000,-0.281810
1.533333,-1.150149
1.566667,-1.776834
1.600000,-2.085711
1.633333,-2.086540
1.666667,-1.865826
1.700000,-1.553947
1.733333,-1.280142
1.766667,-1.130874
1.800000,-1.125558
1.833333,-1.217156
1.866667,-1.316094
1.900000,-1.327736
1.933333,-1.189161
1.966667,-0.891790
2.000000,-0.482164
2.033333,-0.041550
2.066667,0.346984
2.100000,0.630845
2.133333,0.806849
2.166667,0.919408
2.200000,1.038627
2.233333,1.226806
2.266667,1.506472
2.300000,1.842756
2.333333,2.147782
2.366667,2.306563
2.400000,2.215814
2.433333,1.822039
2.466667,1.145196
2.500000,0.279227
2.533333,-0.631098
2.566667,-1.429162
2.600000,-1.988067
2.633333,-2.241015
2.666667,-2.191250
2.700000,-1.900059
2.733333,-1.459247
2.766667,-0.959542
2.800000,-0.466842
2.833333,-0.013919
2.866667,0.391750
2.900000,0.750152
2.933333,1.050866
2.966667,1.264479
3.000000,1.347981
3.033333,1.262165
3.066667,0.993343
3.100000,0.569189
3.133333,0.060521
3.166667,-0.433692
3.200000,-0.813899
3.233333,-1.010534
3.266667,-1.006267
3.300000,-0.841308
3.333333,-0.599212
3.366667,-0.377821
3.400000,-0.255488
3.433333,-0.264552
3.466667,-0.381477
3.500000,-0.537099
3.533333,-0.643253
3.566667,-0.626227
3.600000,-0.455033
3.633333,-0.154353
3.666667,0.202709
3.700000,0.519813
3.733333,0.711951
3.766667,0.737328
3.800000,0.615115
3.833333,0.422081
3.866667,0.268184
3.900000,0.258370
3.933333,0.452974
3.966667,0.840250
4.000000,1.331233
4.033333,1.780279
4.066667,2.026241
4.100000,1.942131
4.133333,1.477629
4.166667,0.680411
4.200000,-0.311525
4.233333,-1.305162
4.266667,-2.105053
4.300000,-2.566973
4.333333,-2.635789
4.366667,-2.355684
4.400000,-1.849861
4.433333,-1.276917
4.466667,-0.778704
4.500000,-0.437138
4.533333,-0.254135
4.566667,-0.160723
4.600000,-0.051301
4.633333,0.169602
4.666667,0.544901
4.700000,1.042053
4.733333,1.557982
4.766667,1.950527
4.800000,2.085913
4.833333,1.886243
4.866667,1.360887
4.900000,0.610909
4.933333,-0.195494
4.966667,-0.869201
5.000000,-1.253795
5.033333,-1.270152
5.066667,-0.938537
5.100000,-0.371867
5.133333,0.257391
5.166667,0.766425
5.200000,1.012748
5.233333,0.931806
5.266667,0.551309
5.300000,-0.020823
5.333333,-0.630429
5.366667,-1.122484
5.400000,-1.384597
5.433333,-1.376315
5.466667,-1.136329
5.500000,-0.766107
5.533333,-0.395270
5.566667,-0.139213
5.600000,-0.061758
5.633333,-0.154221
5.666667,-0.337595
5.700000,-0.487730
5.733333,-0.476403
5.766667,-0.215984
5.800000,0.306205
5.833333,1.015257
5.866667,1.762925
5.900000,2.365766
5.933333,2.656554
5.966667,2.533673
6.000000,1.993198
6.033333,1.133262
6.066667,0.128755
6.100000,-0.816273
6.133333,-1.523949
6.166667,-1.888569
6.200000,-1.899232
6.233333,-1.632848
6.266667,-1.221064
6.300000,-0.803210
6.333333,-0.481574
6.366667,-0.293940
6.400000,-0.211664
6.433333,-0.162284
6.466667,-0.066962
6.500000,0.121892
6.533333,0.396982
6.566667,0.695093
6.600000,0.918723
6.633333,0.972164
6.666667,0.798662
6.700000,0.405094
6.733333,-0.134746
6.766667,-0.699548
6.800000,-1.155985
6.833333,-1.398402
6.866667,-1.379674
6.900000,-1.123476
6.933333,-0.714550
6.966667,-0.270650
7.000000,0.094578
7.033333,0.306126
7.066667,0.349178
7.100000,0.271592
7.133333,0.167034
7.166667,0.144023
7.200000,0.290050
7.233333,0.641085
7.266667,1.165226
7.300000,1.765369
7.333333,2.300710
7.366667,2.621808
7.400000,2.610182
7.433333,2.211965
7.466667,1.456328
7.500000,0.453211
7.533333,-0.629714
7.566667,-1.605306
7.600000,-2.310643
7.633333,-2.644711
7.666667,-2.590233
7.700000,-2.214127
7.733333,-1.646943
7.766667,-1.047249
7.800000,-0.560787
7.833333,-0.285108
7.866667,-0.248443
7.900000,-0.407325
7.933333,-0.662493
7.966667,-0.888091
8.000000,-0.966337
8.033333,-0.819018
8.066667,-0.428421
8.100000,0.156996
8.133333,0.833342
8.166667,1.465910
8.200000,1.921985
8.233333,2.104136
8.266667,1.975781
8.300000,1.572276
8.333333,0.993929
8.366667,0.381839
8.400000,-0.117902
8.433333,-0.392525
8.466667,-0.393013
8.500000,-0.147848
8.533333,0.244373
